NACA 65-206 Full Delections
 0.9549391    -0.1486955
 0.9517510    -0.1463954
 0.9465831    -0.1426656
 0.9408686    -0.1385400
 0.9345050    -0.1339436
 0.9273908    -0.1288027
 0.9194696    -0.1230756
 0.9108893    -0.1168684
 0.9024277    -0.1107440
 0.8940763    -0.1046973
 0.8856439    -0.0985915
 0.8770304    -0.0923549
 0.8682891    -0.0860277
 0.8596103    -0.0797494
 0.8509440    -0.0734859
 0.8422405    -0.0672034
 0.8334798    -0.0608896
 0.8246805    -0.0545602
 0.8158836    -0.0482459
 0.8070769    -0.0419390
 0.7982530    -0.0356355
 0.7894314    -0.0293502
 0.7806118    -0.0230841
 0.7717874    -0.0168339
 0.7629530    -0.0105976
 0.7541059    -0.0043748
 0.7452453     0.0018335
 0.7363722     0.0080254
 0.7274875     0.0141997
 0.7185920     0.0203553
 0.7112527     0.0249758
 0.7050589     0.0278872
 0.7000105     0.0290897
 0.6892289     0.0299278
 0.6784468     0.0307426
 0.6676638     0.0315334
 0.6568799     0.0322995
 0.6460952     0.0330403
 0.6353099     0.0337548
 0.6245243     0.0344422
 0.6137385     0.0351015
 0.6029527     0.0357317
 0.5921669     0.0363318
 0.5813810     0.0369005
 0.5705953     0.0374364
 0.5598102     0.0379382
 0.5490262     0.0384044
 0.5382441     0.0388334
 0.5274643     0.0392236
 0.5166867     0.0395732
 0.5059105     0.0398802
 0.4951342     0.0401431
 0.4843558     0.0403616
 0.4735742     0.0405372
 0.4627888     0.0406715
 0.4519999     0.0407661
 0.4412086     0.0408223
 0.4304164     0.0408408
 0.4196240     0.0408218
 0.4088319     0.0407655
 0.3980399     0.0406722
 0.3872473     0.0405422
 0.3764535     0.0403766
 0.3656581     0.0401765
 0.3548614     0.0399429
 0.3440641     0.0396770
 0.3332672     0.0393790
 0.3224716     0.0390486
 0.3116780     0.0386853
 0.3008870     0.0382888
 0.2900988     0.0378585
 0.2793138     0.0373935
 0.2685320     0.0368929
 0.2577537     0.0363555
 0.2469789     0.0357803
 0.2362077     0.0351665
 0.2254401     0.0345134
 0.2146760     0.0338203
 0.2039155     0.0330866
 0.2000000     0.0328051
 0.1962769     0.0322968
 0.1919754     0.0312658
 0.1870954     0.0297120
 0.1769198     0.0261388
 0.1667605     0.0225235
 0.1566202     0.0188646
 0.1465026     0.0151612
 0.1364128     0.0114123
 0.1263560     0.0076138
 0.1163351     0.0037599
 0.1063500    -0.0001563
 0.0963978    -0.0041430
 0.0864753    -0.0082074
 0.0765911    -0.0123500
 0.0667724    -0.0165674
 0.0570556    -0.0208776
 0.0474646    -0.0253100
 0.0380117    -0.0298792
 0.0286948    -0.0345901
 0.0199994    -0.0394075
 0.0139917    -0.0434999
 0.0110251    -0.0462537
 0.0096493    -0.0481323
 0.0089796    -0.0495222
 0.0087516    -0.0506385
 0.0089111    -0.0515644
 0.0094820    -0.0523446
 0.0104962    -0.0530263
 0.0121136    -0.0536366
 0.0149042    -0.0541597
 0.0201102    -0.0542106
 0.0289611    -0.0533074
 0.0394294    -0.0516594
 0.0496337    -0.0499186
 0.0599936    -0.0480484
 0.0705589    -0.0460336
 0.0811614    -0.0439272
 0.0917257    -0.0417745
 0.1022688    -0.0395831
 0.1128078    -0.0373459
 0.1233472    -0.0350617
 0.1338883    -0.0327355
 0.1444316    -0.0303734
 0.1549764    -0.0279814
 0.1655213    -0.0255658
 0.1760634    -0.0231292
 0.1866004    -0.0206719
 0.1971309    -0.0181941
 0.2025633    -0.0169045
 0.2120771    -0.0171585
 0.2228907    -0.0174261
 0.2337065    -0.0176738
 0.2445247    -0.0179023
 0.2553451    -0.0181125
 0.2661669    -0.0183051
 0.2769895    -0.0184802
 0.2878124    -0.0186381
 0.2986356    -0.0187789
 0.3094591    -0.0189029
 0.3202830    -0.0190101
 0.3311073    -0.0191006
 0.3419319    -0.0191744
 0.3527562    -0.0192315
 0.3635796    -0.0192717
 0.3744016    -0.0192940
 0.3852219    -0.0192976
 0.3960407    -0.0192816
 0.4068582    -0.0192450
 0.4176748    -0.0191871
 0.4284907    -0.0191074
 0.4393057    -0.0190051
 0.4501191    -0.0188798
 0.4609300    -0.0187305
 0.4717377    -0.0185561
 0.4825419    -0.0183551
 0.4933432    -0.0181259
 0.5041428    -0.0178671
 0.5149422    -0.0175786
 0.5257430    -0.0172618
 0.5365462    -0.0169185
 0.5473524    -0.0165505
 0.5581614    -0.0161595
 0.5689731    -0.0157473
 0.5797871    -0.0153156
 0.5906029    -0.0148663
 0.6014203    -0.0144011
 0.6122389    -0.0139217
 0.6230583    -0.0134289
 0.6338783    -0.0129236
 0.6446989    -0.0124066
 0.6555200    -0.0118787
 0.6663419    -0.0113408
 0.6771647    -0.0107940
 0.6879889    -0.0102395
 0.6958363    -0.0098327
 0.6989268    -0.0114076
 0.7085919    -0.0163284
 0.7182601    -0.0212479
 0.7279296    -0.0261670
 0.7375983    -0.0310862
 0.7472635    -0.0360056
 0.7569241    -0.0409256
 0.7665807    -0.0458473
 0.7762356    -0.0507728
 0.7858927    -0.0557052
 0.7955489    -0.0606464
 0.8051948    -0.0655965
 0.8148357    -0.0705633
 0.8244506    -0.0755409
 0.8340095    -0.0805174
 0.8435047    -0.0854880
 0.8529566    -0.0904621
 0.8624135    -0.0954640
 0.8719389    -0.1005268
 0.8813655    -0.1055716
 0.8906014    -0.1105712
 0.8997486    -0.1156023
 0.9090032    -0.1207983
 0.9180643    -0.1260135
 0.9263233    -0.1308875
 0.9337251    -0.1353552
 0.9403396    -0.1394285
 0.9462741    -0.1431491
 0.9516354    -0.1465647
 0.9549391    -0.1486955
